code,use,last,first,middle(s),last,suffix,nick,note,pos,hf,hi,wt,s/c,bm,bd,by,tob,sob,cob,dm,dd,dy,tod,sod,cod
frasc002,Colin,Fraser,,,,,,,C,6,1,190,L,1,28,1985,Surrey,BC,Canada,,,,,,
frasc003,Curt,Fraser,Curt,Martin,Fraser,,Frazz,,L,6,1,200,L,1,12,1958,Cincinnati,OH,USA,,,,,,
frasg001,Gord,Fraser,Gordon,Charles,Fraser,,Brick,,D,6,0,180,L,1,3,1902,Pembroke,ON,Canada,,,1966,,,
frash001,Harvey,Fraser,Harvey,James,Fraser,,,,C,5,10,168,R,10,14,1918,Souris,MB,Canada,11,15,1996,,,
frasi001,Iain,Fraser,Iain,,Fraser,,,,C,5,10,175,L,8,10,1969,Scarborough,ON,Canada,,,,,,
frasj002,Jamie,Fraser,,,,,,,D,6,1,200,L,11,17,1985,Sarnia,ON,Canada,,,,,,
frasm001,Mark,Fraser,,,,,,,D,6,4,210,L,9,29,1986,Ottawa,ON,Canada,,,,,,
frasm002,Matt,Fraser,,,,,,,L,6,2,204,,5,20,1990,Red Deer,AB,Canada,,,,,,
frasr001,Rick,Fraser,Richard,,Fraser,,,,D,5,10,175,R,7,11,1954,Sarnia,ON,Canada,,,,,,
frass001,Scott,Fraser,Scott,,Fraser,,,,R,6,1,178,R,5,3,1972,Moncton,NB,Canada,,,,,,
fratm001,Matt,Frattin,,,,,,,R,6,0,200,,3,3,1988,Edmonton,AB,Canada,,,,,,
frawd001,Dan,Frawley,Daniel,William,Frawley,,,,R,6,1,195,R,6,2,1962,Sturgeon Falls,ON,Canada,,,,,,
freak001,Kyle,Freadrich,Kyle,,Freadrich,,,,L,6,7,260,L,12,28,1978,Edmonton,AB,Canada,,,,,,
fredr001,Ray,Frederick,Raymond,,Frederick,,,,G,6,0,154,L,7,31,1929,Fort Frances,ON,Canada,,,,,,
fredk001,Kris,Fredheim,,,,,,,D,6,2,170,,2,23,1987,Campbell River,BC,Canada,,,,,,
fredf001,Frank,Fredrickson,Frank,Sigudor,Fredrickson,,,,C,5,11,180,L,6,11,1895,Winnipeg,MB,Canada,5,28,1979,,,
freem001,Mark,Freer,Mark,Paul,Freer,,,,C,5,10,180,L,7,14,1968,Toronto,ON,Canada,,,,,,
frenj001,John,French,John,George,French,,,,C/L,5,11,165,L,8,25,1950,Orillia,ON,Canada,,,,,,
frewi001,Irv,Frew,Irvine,Bell,Frew,,Ranger/Lefty,,D,5,10,180,R,8,16,1907,Kilsyth,,Scotland,4,2,1995,,,
fridt001,Tim,Friday,Timothy,,Friday,,,,D,6,0,190,R,3,5,1961,Burbank,CA,USA,,,,,,
fridd001,Dan,Fridgen,Daniel,J.,Fridgen,,,,F,5,11,175,L,5,18,1959,Arnprior,ON,Canada,,,,,,
fried001,Doug,Friedman,Douglas,Fredrick,Friedman,,,,L,6,1,200,L,9,1,1971,Greenwich,CT,USA,,,,,,
friej001,Jeff,Friesen,Jeffrey,Daryl,Friesen,,Freeze,,L,6,1,205,L,8,5,1976,Meadow Lake,SK,Canada,,,,,,
friek001,Karl,Friesen,Karl,,Friesen,,,,G,6,0,185,L,6,30,1958,Winnipeg,MB,Canada,,,,,,
frier001,Ron,Friest,Ronald,,Friest,,,,L,5,11,185,L,11,4,1958,Windsor,ON,Canada,,,,,,
frigl001,Len,Frig,Leonard,Elroy,Frig,,,,D,5,11,190,R,10,30,1950,Blairmore,AB,Canada,,,,,,
frist001,Trevor,Frischmon,,,,,,,C,5,11,197,L,8,5,1981,Ham Lake,MN,USA,,,,,,
fritd001,Dan,Fritsche,,,,,,,C,6,1,202,R,7,13,1985,Parma,OH,USA,,,,,,
fritj001,Jamie,Fritsch,,,,,,,D,6,2,195,L,2,25,1985,Odenton,MD,USA,,,,,,
fritm001,Mitch,Fritz,,,,,,,L,6,7,242,L,11,24,1980,Osoyoos,BC,Canada,,,,,,
froeb001,Bob,Froese,Robert,Glenn,Froese,,Frosty,,G,5,11,176,L,6,30,1958,St. Catharines,ON,Canada,,,,,,
frogj001,Jonas,Frogren,,,,,,,D,6,1,189,L,8,28,1980,Falun,,Sweden,,,,,,
frolm001,Michael,Frolik,,,,,,,C,6,1,185,L,2,17,1988,Kladno,,Czech Republic,,,,,,
frola001,Alexander,Frolov,,,,,,,L,6,2,210,R,6,19,1982,Moscow,,Russia,,,,,,
frosh001,Harry,Frost,Harold,,Frost,,,,R,5,11,165,R,8,17,1914,Keer Lake,ON,Canada,,,,,,
frycm001,Miroslav,Frycer,Miroslav,Opava,Frycer,,Mirko,,R,6,0,200,R,9,27,1959,Opava,,Czech Republic,,,,,,
frydb001,Bob,Fryday,Robert,George,Fryday,,,,R,5,10,155,R,12,5,1928,Toronto,ON,Canada,1,12,2007,,,
ftorr001,Robbie,Ftorek,Robert,Brian,Ftorek,,,,C,5,10,155,L,1,2,1952,Needham,MA,USA,,,,,,
fuhrg001,Grant,Fuhr,Grant,S.,Fuhr,,CoCo,,G,5,10,201,R,9,28,1962,Spruce Grove,AB,Canada,,,,,,
fukuy001,Yutaka,Fukufuji,,,,,,,G,6,1,180,L,9,17,1982,Tokyo,,Japan,,,,,,
fulll001,Larry,Fullan,Lawrence,James,Fullan,,,,F,5,11,185,L,8,11,1949,Toronto,ON,Canada,,,,,,
funkm001,Michael,Funk,,,,,,,D,6,4,213,L,8,15,1986,Abbotsford,BC,Canada,,,,,,
fuscm001,Mark,Fusco,Mark,,Fusco,,,,D,5,9,175,R,3,12,1961,Burlington,MA,USA,,,,,,
fusso001,Owen,Fussey,,,,,,,L,6,0,195,L,4,2,1983,Winnipeg,MB,Canada,,,,,,
gabom001,Marian,Gaborik,,,,,Gabby,,R,6,1,193,R,2,14,1982,Trencin,,Slovakia,,,,,,
gadsb001,Bill,Gadsby,William,Alexander,Gadsby,,Gads,,D,6,0,180,L,8,8,1927,Calgary,AB,Canada,,,,,,
gaetl001,Link,Gaetz,Link,,Gaetz,,Missing Link,,D,6,3,215,L,10,2,1968,Vancouver,BC,Canada,,,,,,
gagej001,Jody,Gage,Joseph,William,Gage,,,,R,6,0,190,R,11,29,1959,Toronto,ON,Canada,,,,,,
gagej002,Joaquin,Gage,Joaquin,Jesse,Gage,,,,G,6,0,200,L,10,19,1973,Vancouver,BC,Canada,,,,,,
gagna001,Art,Gagne,Arthur,Edward,Gagne,,,,R,5,7,160,R,10,11,1897,Ottawa,ON,Canada,10,6,1988,,,
gagnd001,Dave,Gagner,Dave,R.,Gagner,,,,C,5,10,188,L,12,11,1964,Chatham,ON,Canada,,,,,,
gagnp001,Paul,Gagne,Paul,I.,Gagne,,,,L,5,10,180,L,2,6,1962,Iroquois Falls,ON,Canada,,,,,,
gagnp002,Pierre,Gagne,Pierre,Reynald,Gagne,,,,L,6,1,180,L,6,5,1940,North Bay,ON,Canada,,,,,,
gagns001,Sam,Gagner,,,,,,,C,5,11,191,R,8,10,1989,London,ON,Canada,,,,,,
gagns002,Simon,Gagne,Simon,,Gagne,,,,L,6,0,195,L,2,29,1980,Ste. Foy,QC,Canada,,,,,,
gagna002,Aaron,Gagnon,,,,,,,C,5,11,189,R,4,24,1986,Quesnel,BC,Canada,,,,,,
gagnd002,David,Gagnon,David,Anthony,Gagnon,,,,G,6,0,185,L,10,31,1967,Windsor,ON,Canada,,,,,,
gagng001,Germain,Gagnon,Germain,,Gagnon,,,,L,6,0,175,L,12,9,1942,Chicoutimi,QC,Canada,,,,,,
gagnj001,Johnny,Gagnon,Johnny,,Gagnon,,Black Cat,,R,5,5,140,R,6,8,1905,Chicoutimi,QC,Canada,3,22,1984,Cranston,RI,USA
gagns003,Sean,Gagnon,Sean,,Gagnon,,,,D,6,2,219,L,9,11,1973,Sault Ste. Marie,ON,Canada,,,,,,
gainb001,Bob,Gainey,Robert,Michael,Gainey,,Le Capitaine,,L,6,2,200,L,12,13,1953,Peterborough,ON,Canada,,,,,,
gains001,Steve,Gainey,,,,,,,L,6,1,192,L,1,26,1979,Montreal,QC,Canada,,,,,,
gaind001,Dutch,Gainor,Norman,James,Gainor,,,,C,6,1,170,L,4,10,1904,Calgary,AB,Canada,1,16,1962,,,
galam001,Maxim,Galanov,Maxim,,Galanov,,,,D,6,1,205,L,3,13,1974,Krasnoyarsk,,Russia,,,,,,
galam002,Michel,Galarneau,Michel,,Galarneau,,,,C,6,2,180,R,3,1,1961,Montreal,QC,Canada,,,,,,
galbp001,Percy,Galbraith,Walter,Percival,Galbraith,,Perk,,L,5,10,162,L,12,5,1898,Toronto,ON,Canada,6,19,1961,,,
galit001,T.J.,Galiardi,,,,,,,L,6,2,172,L,4,22,1988,Calgary,AB,Canada,,,,,,
gallg001,Gerard,Gallant,Gerard,A.,Gallant,,Spud,,L,5,10,190,L,9,2,1963,Summerside,PE,Canada,,,,,,
gallg002,Gord,Gallant,Gordon,,Gallant,,,,L,5,11,175,L,10,27,1950,Shediac,NB,Canada,,,,,,
gallj001,John,Gallagher,John,James Patrick,Gallagher,,,,D,5,11,188,L,1,19,1909,Kenora,ON,Canada,9,16,1981,,,
gallg003,Garry,Galley,Garry,Michael,Galley,,Ga-Ga,,D,6,0,202,L,4,16,1963,Montreal,QC,Canada,,,,,,
galld001,Don,Gallinger,Donald,Calvin,Gallinger,,Gabby,,C,6,0,170,L,4,16,1925,Port Colborne,ON,Canada,2,7,2000,,,
gallj002,Jamie,Gallimore,James,Wilfred,Gallimore,,,,R,6,0,180,R,11,28,1957,Edmonton,AB,Canada,,,,,,
gamas001,Simon,Gamache,,,,,,,C,5,10,186,L,1,3,1981,Thetford Mines,QC,Canada,,,,,,
gambb001,Bruce,Gamble,Bruce,George,Gamble,,Paladin/Smiley,,G,5,9,200,L,5,24,1938,Port Arthur,ON,Canada,12,30,1982,Niagara Falls,ON,Canada
gambd001,Dick,Gamble,Richard,Frank,Gamble,,,,L,6,0,178,L,11,16,1928,Moncton,NB,Canada,,,,,,
gambt001,Troy,Gamble,Troy,C.,Gamble,,,,G,5,11,195,L,4,7,1967,New Glasgow,NS,Canada,,,,,,
gambg001,Gary,Gambucci,Gary,Allan,Gambucci,,Gubbio,,C,5,9,175,L,9,27,1946,Hibbing,MN,USA,,,,,,
gancp001,Perry,Ganchar,Perry,,Ganchar,,,,R,5,9,180,R,10,28,1963,Saskatoon,SK,Canada,,,,,,
gansd001,Dave,Gans,David,,Gans,,,,C,5,10,180,R,6,6,1964,Brantford,ON,Canada,,,,,,
garbr001,Ryan,Garbutt,,,,,,,C,6,1,185,,8,12,1985,Winnipeg,MB,Canada,,,,,,
gardb001,Bert,Gardiner,Hubert,Homer,Gardiner,,,,G,5,11,160,L,3,25,1913,Saskatoon,SK,Canada,8,28,2001,,CA,USA
gardb002,Bruce,Gardiner,Bruce,,Gardiner,,,,R,6,1,193,R,2,11,1972,Barrie,ON,Canada,,,,,,
gardc001,Charlie,Gardiner,Charles,Robert,Gardiner,,Chuck,,G,5,8,176,R,12,31,1904,Edinburgh,,Scotland,6,13,1934,Winnipeg,MB,Canada
gardh001,Herb,Gardiner,Herbert,Martin,Gardiner,,,,D,5,10,190,L,5,8,1891,Winnipeg,MB,Canada,1,11,1972,,,
gardj002,Jake,Gardiner,,,,,,,D,6,1,173,,7,4,1990,Minnetonka,MN,USA,,,,,,
gardb003,Bill,Gardner,William,Scott,Gardner,,Gards,,C,5,10,180,L,3,18,1960,Toronto,ON,Canada,,,,,,
gardc002,Cal,Gardner,Calvin,Pearly,Gardner,,Ginger/Red/Torchy,,C,6,1,172,L,10,30,1924,Transcona,MB,Canada,10,10,2001,Toronto,ON,Canada
gardd001,Dave,Gardner,David,Calvin,Gardner,,,,C,6,0,185,R,8,23,1952,Toronto,ON,Canada,,,,,,
gardg001,George,Gardner,George,Edward,Gardner,,Bud,,G,5,8,165,L,10,8,1942,Lachine,QC,Canada,11,6,2006,,FL,USA
gardp001,Paul,Gardner,Paul,Malone,Gardner,,,,C,6,0,195,L,3,5,1956,Fort Erie,ON,Canada,,,,,,
gared001,Danny,Gare,Daniel,Mirl,Gare,,Tickets,,R,5,9,175,R,5,14,1954,Nelson,BC,Canada,,,,,,
garir001,Ray,Gariepy,Raymond,,Gariepy,,Rockabye Ray,,D,5,9,180,L,9,4,1928,Toronto,ON,Canada,,,,,,
garls001,Scott,Garland,Scott,Stephen,Garland,,,,L,6,1,185,R,5,16,1952,Regina,SK,Canada,6,9,1979,Montreal,QC,Canada
garnj001,Jean-Claude,Garneau,Jean,Claude,Garneau,,J.C.,,L,5,9,165,L,10,19,1943,Quebec City,QC,Canada,,,,,,
garnm001,Michael,Garnett,,,,,,,G,6,1,205,L,11,25,1982,Saskatoon,SK,Canada,,,,,,
garnr001,Rob,Garner,Robert,William,Garner,,,,C,5,11,180,L,8,17,1958,Weston,ON,Canada,,,,,,
garnt001,Tyrone,Garner,Tyrone,,Garner,,,,G,6,1,200,L,7,27,1978,Stoney Creek,ON,Canada,,,,,,
garom001,Mathieu,Garon,,,,,,,G,6,2,192,R,1,9,1978,Chandler,QC,Canada,,,,,,
garpj001,Johan,Garpenlov,Johan,,Garpenlov,,,,L,6,0,185,L,3,21,1968,Stockholm,,Sweden,,,,,,
garrj001,John,Garrett,John,Murdoch,Garrett,,Cheech/Chi-Chi,,G,5,8,175,L,6,17,1951,Trenton,ON,Canada,,,,,,
garrr001,Red,Garrett,Dudley,,Garrett,,,,D,5,11,190,L,7,24,1924,Toronto,ON,Canada,11,24,1944,,NL,Canada
garrj002,Jason,Garrison,,,,,,,D,6,2,200,L,11,13,1984,White Rock,BC,Canada,,,,,,
gartm001,Mike,Gartner,Michael,Alfred,Gartner,,Garts,,R,6,0,187,R,10,29,1959,Ottawa,ON,Canada,,,,,,
garwr001,Ron,Garwasiuk,Ronald,Victor,Garwasiuk,,,,L,5,8,160,L,2,17,1949,St. Paul,AB,Canada,,,,,,
gassb001,Bob,Gassoff,Robert,Allen,Gassoff,,Gasser,,D,5,10,195,L,4,17,1953,Quesnel,BC,Canada,5,27,1977,Gray Summit,MO,USA
gassb002,Brad,Gassoff,Howard,Bradley,Gassoff,,Gasser,,L,5,11,195,L,11,13,1955,Quesnel,BC,Canada,,,,,,
gatem001,Marty,Gateman,Martin,John,Gateman,,,,D,6,1,185,L,12,7,1952,Southampton,ON,Canada,,,,,,
gathd001,Dave,Gatherum,David,L.,Gatherum,,,,G,5,8,170,L,3,28,1932,Fort William,ON,Canada,,,,,,
gatzs001,Steve,Gatzos,Steven,,Gatzos,,,,R,5,11,185,R,6,22,1961,Toronto,ON,Canada,,,,,,
gauda001,Andre,Gaudette,Andre,Bernard,Gaudette,,,,C,5,7,155,L,12,16,1947,Sherbrooke,QC,Canada,,,,,,
gauda002,Armand,Gaudreault,Armand,Gerard,Gaudreault,,,,L,5,9,155,L,7,14,1921,Lac St.Jean,QC,Canada,,,,,,
gaudl001,Leo,Gaudreault,Leopold,,Gaudreault,,,,L,5,10,152,L,10,19,1905,Chicoutimi,QC,Canada,,,1950,,,
gaudr001,Rob,Gaudreau,Robert,Rene,Gaudreau,,,,R,5,11,185,R,1,20,1970,Cranston,RI,USA,,,,,,
gaulj001,Jean-Marc,Gaulin,Jean,Marc,Gaulin,,,,R,5,10,180,R,3,3,1962,Balve,,Germany,,,,,,
gaulm001,Mike,Gaul,Michael,,Gaul,,,,D,6,1,200,R,4,22,1973,Lachine,QC,Canada,,,,,,
gaumd001,Dallas,Gaume,Dallas,,Gaume,,,,C,5,10,185,L,8,27,1963,Innisfail,AB,Canada,,,,,,
gaunc001,Cameron,Gaunce,,,,,,,D,6,1,203,,3,19,1990,Sudbury,ON,Canada,,,,,,
gausp001,Paul,Gaustad,,,,,,,C,6,5,225,L,2,3,1982,Fargo,ND,USA,,,,,,
gauta001,Art,Gauthier,Arthur,,Gauthier,,Nosey,,C,5,8,158,L,10,10,1904,Espanola,ON,Canada,,,Deceased,,,
gautd001,Daniel,Gauthier,Daniel,,Gauthier,,,,C,6,1,190,L,5,17,1970,Charlemagne,QC,Canada,,,,,,
gautd002,Denis,Gauthier,Denis,,Gauthier,,,,D,6,3,224,L,10,1,1976,Montreal,QC,Canada,,,,,,
gautf001,Fern,Gauthier,Rene,Fernand,Gauthier,,,,R,5,11,175,R,8,31,1919,Chicoutimi,QC,Canada,11,7,1992,,,
gautg001,Gabe,Gauthier,,,,,,,C,5,9,205,L,1,20,1984,Torrance,CA,USA,,,,,,
gautj001,Jean,Gauthier,Jean,Phillipe,Gauthier,,,,D,6,1,190,R,4,29,1937,Montreal,QC,Canada,,,,,,
gautl001,Luc,Gauthier,Luc,,Gauthier,,,,D,5,9,195,R,4,19,1964,Longueuil,QC,Canada,,,,,,
gautp001,Paul,Gauthier,Paul,Joseph Alphonse,Gauthier,,,,G,5,5,125,R,3,6,1915,Winnipeg,MB,Canada,,,,,,
gauts001,Sean,Gauthier,Sean,D.,Gauthier,,Goat,,G,5,11,200,L,3,28,1971,Sudbury,ON,Canada,,,,,,
gauvj001,Jocelyn,Gauvreau,Jocelyn,,Gauvreau,,,,D,5,11,180,L,3,4,1964,Masham,QC,Canada,,,,,,
gavea001,Aaron,Gavey,Aaron,,Gavey,,,,C,6,2,189,L,2,22,1974,Sudbury,ON,Canada,,,,,,
gavis001,Stew,Gavin,Robert,Stewart,Gavin,,,,R,6,0,190,L,3,15,1960,Ottawa,ON,Canada,,,,,,
gealb001,Bob,Geale,Robert,Charles,Geale,,,,C,5,11,175,R,4,17,1962,Edmonton,AB,Canada,,,,,,
gee-g001,George,Gee,George,,Gee,,,,C,5,11,180,L,6,28,1922,Stratford,ON,Canada,1,14,1972,Wyandotte,MI,USA
geldg001,Gary,Geldart,Gary,Daniel,Geldart,,,,D,5,8,160,L,6,14,1950,Moncton,NB,Canada,,,,,,
gelij001,Jack,Gelineau,John,Edward,Gelineau,,,,G,6,0,180,L,11,11,1924,Toronto,ON,Canada,11,15,1998,,,
gelim001,Martin,Gelinas,Martin,,Gelinas,,,,L,5,11,202,L,6,5,1970,Shawinigan,QC,Canada,,,,,,
gells001,Sam,Gellard,Samuel,,Gellard,,,,L,6,0,185,L,3,15,1950,Truro,NS,Canada,,,,,,
gendj001,Jean-Guy,Gendron,Jean,Guy,Gendron,,Smitty,,L,5,9,165,L,8,30,1934,Montreal,QC,Canada,,,,,,
gendm001,Martin,Gendron,Martin,,Gendron,,,,R,5,9,190,R,2,15,1974,Valleyfield,QC,Canada,,,,,,
genoc001,Chay,Genoway,,,,,,,D,5,8,165,,12,20,1986,Swan River,MB,Canada,,,,,,
geofb001,Bernie,Geoffrion,Bernard,Joseph Andre,Geoffrion,,Boom-Boom,,R,5,9,166,R,2,16,1931,Montreal,QC,Canada,3,11,2006,Atlanta,GA,USA
geofb002,Blake,Geoffrion,,,,,,,L,6,1,192,,2,3,1988,Plantation,FL,USA,,,,,,
geofd001,Danny,Geoffrion,Daniel,,Geoffrion,,Little Boomer,,R,5,10,185,R,1,24,1958,Montreal,QC,Canada,,,,,,
georw001,Wes,George,Wesley,,George,,,,L,6,2,220,L,9,26,1958,Young,SK,Canada,,,,,,
gerag001,Gerry,Geran,Gerald,George Pierce,Geran,,Duke,,C,5,9,180,R,8,3,1896,Holyoke,MA,USA,,,1968,,,
gerae001,Eddie,Gerard,Edward,George,Gerard,,,,D,5,9,168,L,2,22,1890,Ottawa,ON,Canada,8,7,1937,Ottawa,ON,Canada
gerbm001,Martin,Gerber,,,,,Tinu,,G,5,11,201,L,9,3,1974,Burgdorf,,Switzerland,,,,,,
gerbn001,Nathan,Gerbe,,,,,,,C,5,6,160,L,7,24,1987,Oxford,MI,USA,,,,,,
germe001,Eric,Germain,Eric,,Germain,,,,D,6,1,195,L,6,26,1966,Quebec City,QC,Canada,,,,,,
germc001,Carsen,Germyn,,,,,,,R,5,10,185,R,2,22,1982,Campbell River,BC,Canada,,,,,,
gernk001,Ken,Gernander,Kenneth,Robert,Gernander,,G,,R,5,10,175,L,6,30,1969,Coleraine,MN,USA,,,,,,
gervb001,Bruno,Gervais,,,,,,,D,6,0,188,R,10,3,1984,St. Hyacinthe,QC,Canada,,,,,,
getlr001,Ray,Getliffe,Raymond,,Getliffe,,,,C,5,11,175,L,4,3,1914,Galt,ON,Canada,6,15,2008,London,ON,Canada
getzr001,Ryan,Getzlaf,,,,,,,C,6,3,221,R,5,10,1985,Regina,SK,Canada,,,,,,
giace001,Ed,Giacomin,Edward,,Giacomin,,Fast Eddie,,G,5,11,180,L,6,6,1939,Sudbury,ON,Canada,,,,,,
gialm001,Mario,Giallonardo,Mario,,Giallonardo,,,,D,5,11,201,L,9,23,1957,Toronto,ON,Canada,,,,,,
gibbb001,Brian,Gibbons,Brian,Joseph,Gibbons,,,,D,6,3,190,L,7,7,1947,St. John's,NL,Canada,,,,,,
gibbg001,Gerrard,Gibbons,Gerrard,,Gibbons,,,,D,6,3,185,L,1,7,1953,St. John's,NL,Canada,,,,,,
gibbb002,Barry,Gibbs,Barry,Paul,Gibbs,,Gibby,,D,5,11,195,R,9,28,1948,Lloydminster,SK,Canada,,,,,,
gibsd001,Doug,Gibson,Douglas,John,Gibson,,,,C,5,10,175,R,9,28,1953,Peterborough,ON,Canada,,,,,,
gibsd002,Don,Gibson,Donald,Scott,Gibson,,,,D,6,1,210,R,12,29,1967,Deloraine,MB,Canada,,,,,,
gibsj001,Jack,Gibson,James,Montegue,Gibson,,,,L,6,0,185,L,8,18,1948,Picton,ON,Canada,,,,,,
gibsj003,John,Gibson,John,William,Gibson,,,,D,6,3,210,L,6,2,1959,St. Catharines,ON,Canada,,,,,,
giesg001,Gus,Giesebrecht,Roy,George,Giesebrecht,,,,C,6,0,177,L,9,14,1917,Pembroke,ON,Canada,12,27,2006,,,
giffl001,Lee,Giffin,Lee,,Giffin,,,,R,6,0,188,R,4,1,1967,Chatham,ON,Canada,,,,,,
giguj001,Jean-Sebastien,Giguere,Jean,Sebastien,Giguere,,Jiggy,,G,6,1,201,L,5,16,1977,Montreal,QC,Canada,,,,,,
gilbe001,Ed,Gilbert,Edward,Ferguson,Gilbert,,,,C,6,0,185,L,3,12,1952,Hamilton,ON,Canada,,,,,,
gilbg001,Gilles,Gilbert,Gilles,Joseph Gerard,Gilbert,,Gilly,,G,6,1,175,L,3,31,1949,St. Esprit,QC,Canada,,,,,,
gilbg002,Greg,Gilbert,Gregory,Scott,Gilbert,,,,L,6,1,191,L,1,22,1962,Mississauga,ON,Canada,,,,,,
gilbj001,Jeannot,Gilbert,Jeannot,Elmourt,Gilbert,,Gil,,C,5,10,170,L,12,29,1940,Grand Baie,QC,Canada,,,,,,
gilbr001,Rod,Gilbert,Rodrigue,Gabriel,Gilbert,,Rocky/Hot Rod,,R,5,9,180,R,7,1,1941,Montreal,QC,Canada,,,,,,
gilbs001,Stan,Gilbertson,Stanley,Frank,Gilbertson,,,,L,6,0,175,L,10,29,1944,Duluth,MN,USA,,,,,,
gilbt001,Tom,Gilbert,,,,,,,D,6,3,210,R,1,10,1983,Bloomington,MN,USA,,,,,,
gilcb001,Brent,Gilchrist,Brent,,Gilchrist,,,,C,5,11,180,L,4,3,1967,Moose Jaw,SK,Canada,,,,,,
gilec001,Curt,Giles,Curtis,Jon,Giles,,Pengy,,D,5,8,175,L,11,30,1958,The Pas,MB,Canada,,,,,,
gilhr001,Randy,Gilhen,Randy,Alan,Gilhen,,Gilly,,C,6,0,190,L,6,13,1963,Zweibrucken,,Germany,,,,,,
gilla001,Andre,Gill,Andre,Marcel,Gill,,Cannon,,G,5,7,145,L,9,19,1941,Sorel,QC,Canada,,,,,,
gilld002,Don,Gillen,Donald,,Gillen,,,,R,6,3,210,R,12,24,1960,Dodsland,SK,Canada,,,,,,
gillh002,Hal,Gill,Harold,Priestley,Gill,III,Skills,,D,6,7,250,L,4,6,1975,Concord,MA,USA,,,,,,
gillb002,Bill,Gilligan,William,,Gilligan,,,,C,5,11,175,L,8,5,1954,Beverly,MA,USA,,,,,,
gillc001,Clark,Gillies,Clark,,Gillies,,Jethro,,L,6,3,215,L,4,7,1954,Moose Jaw,SK,Canada,,,,,,
gillc002,Colton,Gillies,,,,,,,C,6,4,189,L,2,12,1989,Surrey,BC,Canada,,,,,,
gillf001,Farrand,Gillie,Farrand,Douglas,Gillie,,Fern/Bud,,L,5,10,150,R,5,11,1905,Cornwall,ON,Canada,,,Deceased,,,
gillj001,Jere,Gillis,Jere,Alan,Gillis,,,,L,6,0,194,L,1,18,1957,Bend,OR,USA,,,,,,
gillm001,Mike,Gillis,Michael,David,Gillis,,,,L,6,1,195,L,12,1,1958,Sudbury,ON,Canada,,,,,,
gillp001,Paul,Gillis,Paul,Christopher,Gillis,,,,C,5,11,198,L,12,31,1963,Toronto,ON,Canada,,,,,,
gillt001,Trevor,Gillies,,,,,,,L,6,3,215,L,1,30,1979,Cambridge,ON,Canada,,,,,,
gillr001,Russ,Gillow,Russell,Howard,Gillow,,,,G,5,10,165,L,9,2,1940,Hespeler,ON,Canada,,,,,,
gillt002,Todd,Gill,Todd,Sheldon,Gill,,Thrill,,D,6,0,180,L,11,9,1965,Brockville,ON,Canada,,,,,,
gilmd001,Dave,Gilmour,David,Donald,Gilmour,,,,L,5,9,165,L,11,14,1950,Kingston,ON,Canada,,,,,,
gilmd002,Doug,Gilmour,Douglas,Robert,Gilmour,,Killer,,C,5,11,177,L,6,25,1963,Kingston,ON,Canada,,,,,,
gilmt001,Tom,Gilmore,Thomas,McCracken,Gilmore,,,,L,5,11,190,L,5,14,1948,Flin Flon,MB,Canada,,,,,,
gilrm001,Matt,Gilroy,,,,,,,D,6,2,195,R,7,20,1984,North Bellmore,NY,USA,,,,,,
gimaj001,Jrek,Gimaev,,,,,,,C,,,,,,,,,,,,,,,,
gimas001,Sergei,Gimaev,,,,,,,,,,,,,,,,,,,,,,,
gingg001,Gaston,Gingras,Gaston,Reginald,Gingras,,Gas,,D,6,1,200,L,2,13,1959,Temiscamingue,QC,Canada,,,,,,
gionb001,Brian,Gionta,,,,,,,R,5,7,175,R,1,18,1979,Rochester,NY,USA,,,,,,
gions001,Stephen,Gionta,,,,,,,R,5,7,180,,10,9,1983,Rochester,NY,USA,,,,,,
giorm001,Mark,Giordano,,,,,,,D,6,0,203,L,10,3,1983,Toronto,ON,Canada,,,,,,
girab001,Bob,Girard,Robert,,Girard,,,,L,6,0,180,L,4,12,1949,Montreal,QC,Canada,,,,,,
girad001,Dan,Girardi,Daniel,,Girardi,,,,D,6,2,205,R,4,29,1984,Welland,ON,Canada,,,,,,
giraj001,Jonathan,Girard,Jonathan,,Girard,,,,D,5,11,201,R,5,27,1980,Joliette,QC,Canada,,,,,,
girak001,Kenny,Girard,Kenneth,,Girard,,,,R,6,0,184,R,12,8,1936,Toronto,ON,Canada,,,,,,
giroa001,Alexandre,Giroux,,,,,,,C,6,3,190,L,6,16,1981,Quebec City,QC,Canada,,,,,,
giroa002,Art,Giroux,Arthur,Joseph,Giroux,,,,R,5,10,165,R,6,6,1908,Strathmore,AB,Canada,6,5,1982,,,
giroc001,Claude,Giroux,,,,,,,R,5,11,180,R,1,12,1988,Hearst,ON,Canada,,,,,,
girol001,Larry,Giroux,Larry,Douglas,Giroux,,Buffalo Head,,D,6,0,190,R,8,28,1951,Weyburn,SK,Canada,,,,,,
girop001,Pierre,Giroux,Pierre,Yves Richard,Giroux,,,,L,5,11,185,R,11,17,1955,Hawkesbury,ON,Canada,,,,,,
giror001,Raymond,Giroux,Raymond,,Giroux,,,,D,6,0,190,L,7,20,1976,North Bay,ON,Canada,,,,,,
giror002,Rejean,Giroux,Rejean,Gerald,Giroux,,,,R,5,11,160,R,9,13,1952,Quebec City,QC,Canada,,,,,,
giulj001,Jeff,Giuliano,,,,,,,L,5,9,205,L,6,20,1979,Nashua,NH,USA,,,,,,
